clouds,datetime,dewpt,dhi,dni,ghi,pres,rh,slp,temp,wind_gust_spd,wind_spd,precip
19,06/11/2022,18.4,43,344,241,1017,73,1017,24,6.8,1.3,0
65,07/11/2022,19.4,42,344,240,1016,77,1016,24,5.9,1.4,0
24,08/11/2022,19.7,42,343,238,1016,79,1017,24.1,6.1,2.1,0
52,09/11/2022,20.9,42,342,237,1016,80,1016,24.8,6.4,1.4,0
74,10/11/2022,21.9,42,342,236,1015,87,1016,24.1,5.7,1.1,2
74,11/11/2022,23,42,341,235,1015,91,1015,24.6,6.4,1.1,1
43,12/11/2022,22.1,42,340,234,1014,82,1014,25.6,7.1,1.3,0
64,13/11/2022,22.7,42,339,232,1014,93,1014,23.9,6,1.1,1.5
69,14/11/2022,22.6,42,339,231,1014,87,1015,25.1,6.1,1.3,0.5
73,15/11/2022,23.4,42,338,230,1013,89,1013,25.5,7.1,1.5,1
61,16/11/2022,23.3,42,338,229,1012,83,1012,26.6,6.4,1.4,0
56,17/11/2022,23.8,41,337,228,1011,84,1012,26.8,6,1.8,0
62,18/11/2022,24.1,41,336,227,1013,86,1013,26.8,5.8,2.3,0
57,19/11/2022,23.1,41,336,226,1013,83,1013,26.3,7.3,1.8,0
69,20/11/2022,21.8,41,335,225,1012,79,1013,25.8,6.3,1.5,0
76,21/11/2022,21.5,41,335,224,1011,82,1011,24.8,7,1.7,0
96,22/11/2022,22.5,41,334,223,1011,88,1011,24.6,6.7,1.6,3
79,23/11/2022,23.4,41,334,222,1011,88,1012,25.6,6.3,1.3,1
84,24/11/2022,22.5,41,333,221,1013,96,1013,23.2,7.5,1.2,11
81,25/11/2022,22.5,41,333,220,1014,96,1014,23.3,6.2,1.6,30.5
79,26/11/2022,23.6,41,332,219,1012,95,1012,24.6,6.8,1.7,95
49,27/11/2022,24,41,332,218,1009,86,1009,26.7,11,1.5,0
57,28/11/2022,24.8,41,331,217,1008,86,1009,27.6,10.4,1.6,0
71,29/11/2022,25.1,41,331,217,1010,87,1010,27.5,9.6,1.6,0
62,30/11/2022,23.2,41,331,216,1013,82,1014,26.6,10.3,2.5,6
85,01/12/2022,14.2,40,330,215,1019,89,1019,16,7.6,2.2,0
92,02/12/2022,10.1,40,330,214,1020,73,1020,15,7.3,2.8,0
98,03/12/2022,13,40,330,214,1017,74,1017,17.8,5,1.5,0
98,04/12/2022,15,40,330,213,1018,82,1018,18.2,4.8,1.4,0
88,05/12/2022,11.7,40,329,213,1021,73,1021,16.6,9.1,2.6,0
93,06/12/2022,11.4,40,329,212,1019,71,1019,16.8,5.9,1.2,0
100,07/12/2022,12.7,40,329,211,1018,72,1018,17.9,7.6,1.7,0
97,08/12/2022,14.1,40,329,211,1017,79,1018,17.8,4.7,1.8,0
87,09/12/2022,13.9,40,329,211,1016,80,1016,17.4,4.4,1.7,0
97,10/12/2022,14.8,40,328,210,1016,90,1016,16.4,4.9,1.6,0
95,11/12/2022,13.7,40,328,210,1017,78,1018,17.8,3.9,1,0
63,12/12/2022,11.5,40,328,209,1019,66,1019,18.3,5.5,1.6,0
40,13/12/2022,10.9,40,328,209,1019,70,1020,16.9,5.6,1,0
59,14/12/2022,8.7,40,328,209,1021,60,1021,17.2,6.7,1.8,0
2,15/12/2022,10.8,40,328,209,1016,68,1017,17.3,6,1.3,0
64,16/12/2022,12.9,40,328,208,1016,70,1017,19,5.3,1.3,0
97,17/12/2022,6.6,40,328,208,1025,47,1025,18.5,12.2,2.5,0
44,18/12/2022,2.8,40,328,208,1026,45,1026,15.6,11.1,2.2,0
2,19/12/2022,6,40,328,208,1020,60,1020,14.6,5.9,1.3,0
28,20/12/2022,11.6,40,328,208,1016,72,1017,17.2,6.5,1.5,0
48,21/12/2022,8.5,40,328,208,1018,54,1018,18.7,9.3,1.9,0
35,22/12/2022,11.2,40,329,208,1016,66,1017,17.9,7.3,1.4,0
62,23/12/2022,11.3,40,329,208,1017,62,1018,19,7.2,1.4,0
44,24/12/2022,10.3,40,329,208,1020,60,1020,18.8,7.3,1.3,0
22,25/12/2022,13.3,40,329,208,1020,77,1020,17.8,6.4,1.7,0
40,26/12/2022,15.6,40,329,209,1020,83,1020,18.5,6.8,1.7,0.5
85,27/12/2022,15.8,40,330,209,1019,79,1020,19.7,8.4,2.1,0
84,28/12/2022,13.6,40,330,209,1021,85,1021,16.1,9.3,1.8,0
98,29/12/2022,7.8,40,330,209,1025,68,1025,13.6,7.9,2.4,0
78,30/12/2022,7.3,40,330,210,1026,63,1026,14.3,7.1,3.1,0
88,31/12/2022,9,40,331,210,1025,67,1025,15.2,5.8,1.7,0
49,01/01/2023,10.6,40,331,210,1023,72,1024,15.9,4.9,1.9,0
89,02/01/2023,14,40,331,211,1024,84,1024,16.8,3.3,1.3,0
88,03/01/2023,13.8,40,332,211,1024,90,1025,15.6,2.8,1.4,0
95,04/01/2023,14.6,41,332,212,1022,81,1022,17.9,5.6,1.1,0
92,05/01/2023,15.7,41,332,212,1022,82,1023,18.9,5,1,0
97,06/01/2023,12.9,41,333,213,1024,67,1024,19.5,9.1,2,0
90,07/01/2023,10.8,41,333,213,1020,63,1021,18.3,9,1.2,0
94,08/01/2023,14.4,41,334,214,1019,75,1019,19,4.7,1.4,0
92,09/01/2023,16.9,41,334,215,1018,84,1019,19.8,4.5,1.9,2
96,10/01/2023,18.1,41,335,216,1017,96,1018,18.7,4.2,1,0.5
82,11/01/2023,18.2,41,335,216,1015,95,1015,19,4.5,0.8,0
93,12/01/2023,18.4,41,336,217,1012,91,1012,19.9,7,1.2,3.5
53,13/01/2023,19.9,41,336,218,1008,88,1009,22.2,10.6,1.6,0
59,14/01/2023,19.6,41,337,219,1006,83,1006,23,11.2,1.1,0
92,15/01/2023,17,41,337,220,1012,85,1013,19.6,10,2.1,0
98,16/01/2023,6.9,41,338,221,1021,66,1021,13.3,7,1.9,0
97,17/01/2023,7,41,338,222,1023,68,1024,12.8,4.5,1.6,0
100,18/01/2023,6.3,42,339,223,1024,60,1025,14,5.5,1.2,0
100,19/01/2023,9.7,42,340,224,1023,68,1023,15.5,4.8,0.9,0
80,20/01/2023,9.3,42,340,225,1021,68,1022,15.3,4.8,1.6,0
23,21/01/2023,12,42,341,226,1017,76,1018,16.6,6,1.3,0
89,22/01/2023,16.4,42,342,227,1014,86,1015,18.9,6,1.3,0
84,23/01/2023,17.9,42,342,228,1015,86,1015,20.4,6.7,1.7,0
73,24/01/2023,7,42,343,229,1024,57,1025,15.9,13.1,2.6,0
62,25/01/2023,7.7,42,344,230,1021,66,1021,14.1,6.7,1.4,0
93,26/01/2023,13.4,42,344,231,1016,81,1016,16.9,6.5,1.2,0
90,27/01/2023,8.9,42,345,232,1023,70,1023,14.7,10.7,2.3,0
58,28/01/2023,4.4,42,346,234,1024,53,1024,14.4,6.9,1.8,0
16,29/01/2023,5.1,43,347,235,1024,60,1024,14,5.5,1.3,0
0,30/01/2023,7.8,43,347,236,1021,67,1021,14.6,6.7,1.2,0
9,31/01/2023,10.7,43,348,237,1015,74,1015,16,6.8,1.6,0
69,01/02/2023,15.8,43,349,239,1012,86,1013,18.2,6.4,1.1,0
90,02/02/2023,19,43,350,240,1015,91,1015,20.5,6.9,1.2,0.5
77,03/02/2023,19.3,43,350,241,1015,96,1015,19.9,9,1.4,1.5
84,04/02/2023,19,43,351,243,1013,96,1013,19.7,8.6,1.5,0
86,05/02/2023,18.9,43,352,244,1012,96,1012,19.6,8.5,1.4,0
87,06/02/2023,18.7,43,353,246,1011,96,1011,19.5,8.7,1.6,0
81,07/02/2023,19.5,44,353,247,1012,94,1012,20.5,8.9,2.1,0
82,08/02/2023,19.9,44,354,248,1012,96,1012,20.5,10,1.6,0
88,09/02/2023,21,44,355,250,1012,96,1012,21.7,9.8,2.1,0
90,10/02/2023,21,44,356,251,1011,94,1012,22,10.1,1.6,0
94,11/02/2023,21.7,44,356,253,1009,95,1009,22.5,13.4,2.4,0
92,12/02/2023,22,44,357,254,1008,94,1008,23,12.8,2.8,0
87,13/02/2023,21.8,44,358,255,1010,90,1010,23.6,11.1,1.3,0
86,14/02/2023,14.8,44,359,257,1017,81,1017,18.2,7.2,1.6,2
90,15/02/2023,11,45,359,258,1022,71,1022,16.4,6,1.3,0
100,16/02/2023,12.4,45,360,260,1023,78,1023,16.3,7.2,1.3,0
100,17/02/2023,14.8,45,361,261,1020,84,1020,17.6,5.1,1.5,0
73,18/02/2023,17.1,45,362,263,1016,86,1017,19.7,6.9,1.9,0.5
92,19/02/2023,18.2,45,362,264,1018,84,1018,21,6.2,1.2,1
86,20/02/2023,15,45,363,266,1018,71,1018,20.5,7,1.6,0
81,21/02/2023,16,45,364,267,1019,76,1020,20.7,9.9,2,0
71,22/02/2023,15.9,45,365,269,1019,76,1019,20.3,9.1,2.4,0
57,23/02/2023,16.7,45,365,270,1016,81,1017,20.2,5.9,1.6,0
93,24/02/2023,15.9,46,366,271,1019,82,1020,19.1,7.8,1.4,0
51,25/02/2023,10.6,46,367,273,1025,59,1026,18.9,9,2.5,0
14,26/02/2023,11.1,46,367,274,1028,68,1028,17.5,7,1.4,0
29,27/02/2023,11.6,46,368,276,1025,70,1025,17.5,6.8,1.8,0
73,28/02/2023,15.1,46,369,277,1022,80,1022,18.8,6.1,1.3,0
97,01/03/2023,16.9,46,370,280,1021,85,1021,19.5,4.5,1.4,0
75,02/03/2023,16.4,46,370,282,1022,73,1022,21.6,5.4,1.8,0
84,03/03/2023,17.4,46,371,283,1022,83,1022,20.3,7.7,2.5,2.5
98,04/03/2023,16.6,46,372,284,1024,80,1024,20.3,5.6,1.2,0
85,05/03/2023,16,47,372,286,1022,76,1022,20.7,6.6,1.5,0
65,06/03/2023,17.5,47,373,287,1019,82,1019,20.7,7.3,1.6,0
77,07/03/2023,17.7,47,373,288,1018,79,1018,21.6,6.9,1.9,0
80,08/03/2023,18.7,47,374,290,1018,85,1018,21.4,6.5,1.9,0
77,09/03/2023,19.3,47,375,291,1017,80,1018,23.1,6,1.5,0
34,10/03/2023,19.1,47,375,292,1014,82,1015,22.5,8,1.6,0
83,11/03/2023,19.8,47,376,294,1016,84,1016,22.6,8.3,1.9,0
72,12/03/2023,19.8,47,376,295,1018,81,1018,23.3,9.9,1.1,3
84,13/03/2023,13.1,48,377,296,1020,69,1021,19,9.3,2,0
61,14/03/2023,14.9,48,378,298,1014,71,1014,20.6,9,1.8,0
74,15/03/2023,19.5,48,378,299,1014,87,1014,21.8,8.4,1.5,1
73,16/03/2023,20.1,48,379,300,1015,84,1016,23.1,7.8,2,0
85,17/03/2023,20.8,48,379,301,1014,84,1014,23.7,8.5,1.8,0
86,18/03/2023,20.5,48,380,302,1013,85,1013,23.3,8.3,2.2,0
84,19/03/2023,20.9,48,381,304,1011,83,1011,24,7.6,1.8,0
92,20/03/2023,22.3,48,381,305,1008,89,1008,24.4,11.2,2.1,0
71,21/03/2023,23.4,48,382,306,1005,90,1005,25.2,13.5,2,0
50,22/03/2023,23.3,49,382,307,1003,82,1003,26.9,13.8,1.7,0
45,23/03/2023,23.5,49,383,308,1003,82,1003,27,14.9,1.7,0
70,24/03/2023,23.7,49,384,309,1005,85,1006,26.5,12.5,1.9,0
90,25/03/2023,22.8,49,385,310,1009,90,1009,24.5,8.7,2.4,0
82,26/03/2023,18.8,49,386,312,1011,94,1011,19.8,8.9,1.5,0
83,27/03/2023,16.5,49,386,313,1014,94,1014,17.4,9.1,1.9,0
82,28/03/2023,16.1,49,388,314,1016,90,1016,17.9,7.1,1.4,0
83,29/03/2023,17.2,50,389,315,1014,87,1014,19.6,7.4,1.2,0
88,30/03/2023,18.1,50,390,316,1012,94,1012,19,6.6,1.4,0
92,31/03/2023,19.4,50,391,317,1011,93,1011,20.7,7.2,1.2,0
80,01/04/2023,20.9,50,392,318,1009,96,1010,21.5,8.4,1,0.5
84,02/04/2023,23,50,393,319,1006,96,1007,23.6,11.3,1.4,0
79,03/04/2023,23.4,50,393,320,1005,88,1005,25.7,11.9,1.9,0
78,04/04/2023,23.8,50,394,321,1004,88,1004,26,13.5,2,0
84,05/04/2023,23.9,50,395,322,1005,89,1005,26.1,10.5,2,0
91,06/04/2023,23.8,50,396,322,1008,88,1008,26,8.1,2.2,0
99,07/04/2023,18.3,51,397,323,1013,77,1014,22.5,7.3,1.3,0
74,08/04/2023,18.3,51,398,324,1018,96,1018,19,6.4,1.5,2.5
78,09/04/2023,17.7,51,399,325,1016,95,1017,18.6,7.4,1,0
86,10/04/2023,20.2,51,399,326,1011,94,1011,21.2,6.9,1.2,0
79,11/04/2023,22.4,51,400,327,1009,97,1009,22.9,10.1,1.2,0
91,12/04/2023,23.1,51,401,327,1009,95,1010,24,9.4,1.7,0
84,13/04/2023,23.3,51,402,328,1008,96,1009,23.9,9.9,1.5,1.5
83,14/04/2023,23.9,51,402,329,1008,97,1008,24.4,9.6,1.5,0
91,15/04/2023,23.7,51,403,330,1010,96,1011,24.4,4.9,0.9,13.5
79,16/04/2023,21.5,51,404,330,1009,83,1009,24.8,8,1,0
95,17/04/2023,23.6,51,404,331,1007,89,1007,25.6,10.5,2,0
98,18/04/2023,25,52,405,332,1004,90,1005,26.9,11.6,1.6,0
100,19/04/2023,24.7,52,405,332,1001,87,1002,27.1,7,1.5,0
87,20/04/2023,24.2,52,406,333,1001,85,1001,27,10.5,1.1,0
72,21/04/2023,25.1,52,406,334,1001,87,1002,27.6,11,1.5,0
68,22/04/2023,25,52,407,334,1004,84,1004,28.2,13.5,1.8,0
77,23/04/2023,25.1,52,407,335,1008,84,1008,28.1,13.4,2,0
71,24/04/2023,25,52,408,335,1010,85,1010,27.8,8.8,2,3
84,25/04/2023,20.2,52,408,336,1013,89,1013,22,8.1,2,0
76,26/04/2023,17.9,52,409,336,1014,75,1014,22.8,6.5,1.5,0
70,27/04/2023,20.5,52,409,337,1011,76,1011,25.3,11.4,1.8,0
78,28/04/2023,24.3,52,410,337,1010,91,1010,26,9.9,2,1
65,29/04/2023,23,52,410,338,1011,91,1011,24.6,7.8,1.8,6.5
78,30/04/2023,18.8,52,410,338,1013,77,1013,23.3,6.4,1.3,0.5
45,01/05/2023,19.1,52,411,338,1012,72,1012,25,7.8,1.3,0
50,02/05/2023,22.8,52,411,339,1011,82,1011,26.3,8.2,2,0
42,03/05/2023,24.5,52,412,339,1009,83,1010,27.7,10.8,2.4,0.5
67,04/05/2023,25.6,52,412,340,1004,86,1005,28.2,12.2,2,0
43,05/05/2023,26.1,52,412,340,999,82,1000,29.7,13.3,2,0
1,06/05/2023,26.3,52,413,340,998,76,999,31.4,11.6,2,0
69,07/05/2023,26.3,52,413,341,1001,83,1002,29.7,12.2,2.2,1.5
81,08/05/2023,23.9,53,413,341,1008,91,1008,25.5,9.8,1.9,21
97,09/05/2023,23,53,413,341,1010,87,1010,25.2,9.8,2.2,2
88,10/05/2023,25,53,414,341,1009,85,1009,27.8,7.5,1.6,3
73,11/05/2023,24.8,53,414,342,1011,87,1011,27.3,10.5,1.7,10.5
88,12/05/2023,20.4,53,414,342,1013,85,1014,23.2,6.3,2.3,12
88,13/05/2023,19.7,53,414,342,1013,90,1013,21.4,8.8,2.2,5
76,14/05/2023,20.2,53,415,342,1012,85,1012,23,8.8,1.6,3.5
49,15/05/2023,22.3,53,415,343,1009,81,1009,26,8.7,1.5,0
36,16/05/2023,25.2,53,415,343,1005,80,1005,29.3,12,1.9,0
13,17/05/2023,23.5,53,415,343,1003,63,1003,32.1,10.4,1.8,0
3,18/05/2023,23.7,53,415,343,1003,61,1003,32.7,7.6,1.9,0
23,19/05/2023,27,53,416,343,1003,81,1003,30.8,9.1,2.2,0
49,20/05/2023,26.9,53,416,344,1004,80,1004,30.8,12.1,1.8,0
60,21/05/2023,27.2,53,416,344,1004,81,1005,31,13,2.5,0
33,22/05/2023,27.3,53,416,344,1004,77,1004,32,14.6,2.1,0
49,23/05/2023,26.8,53,416,344,1004,81,1005,30.4,11,2.2,12
59,24/05/2023,26,53,416,344,1006,84,1006,29.1,10,2.1,11
80,25/05/2023,25.5,53,417,344,1007,88,1007,27.9,6.9,1.4,4
61,26/05/2023,25.8,53,417,344,1008,82,1008,29.3,9,2.4,0
39,27/05/2023,25.5,53,417,344,1006,80,1007,29.6,8,2,1.5
40,28/05/2023,25.7,53,417,344,1007,80,1007,29.8,6.7,1.8,0
38,29/05/2023,25.8,53,417,344,1007,79,1008,30.2,6.3,1.3,0.5
19,30/05/2023,25.7,53,417,345,1006,75,1006,30.8,7.7,1.6,0
28,31/05/2023,25.7,53,417,345,1003,75,1003,30.9,8.1,1.3,0
21,01/06/2023,27.8,53,417,345,1001,80,1001,31.9,8,1.9,0
36,02/06/2023,27.2,53,417,345,1001,74,1002,32.9,9.7,1.4,0
54,03/06/2023,25,53,417,345,1005,73,1005,30.5,9.1,2.2,0
26,04/06/2023,25.3,53,417,345,1005,73,1005,30.8,9.2,1.7,3.5
36,05/06/2023,25.4,53,418,345,1004,78,1005,29.8,6.9,1.8,6
78,06/06/2023,26.3,53,418,345,1005,85,1005,29.1,5.3,1.8,9
46,07/06/2023,25.4,53,418,345,1005,77,1005,30.2,7,2.1,0.5
48,08/06/2023,26.7,53,418,345,1003,80,1004,30.7,7.6,1,13.5
92,09/06/2023,25.6,53,418,345,1003,84,1003,28.7,8.4,1.7,24
51,10/06/2023,26,53,418,345,1001,75,1001,31.2,5.4,1.7,0
26,11/06/2023,27,53,418,345,1001,77,1001,31.6,7.9,1.5,4
37,12/06/2023,27.1,53,418,345,1001,81,1001,30.8,8,2.1,8.5
68,13/06/2023,25.5,53,418,345,1001,79,1002,29.8,5.4,1.6,18
88,14/06/2023,25.8,53,418,345,1004,86,1004,28.5,7.3,1.1,23
71,15/06/2023,26.1,53,418,345,1003,85,1004,29.1,8,2,18
40,16/06/2023,26.3,53,418,345,1002,78,1002,30.8,14,1.7,0
38,17/06/2023,26.7,53,418,345,1003,75,1003,31.9,12.9,1.7,0
80,18/06/2023,26.3,53,418,345,1004,83,1004,29.7,12.7,1.5,2.5
49,19/06/2023,26.9,53,418,345,1003,79,1003,31.2,10.8,2,2
42,20/06/2023,26.6,53,418,345,1003,74,1003,32,10.5,2,0
46,21/06/2023,27.2,53,418,345,1004,76,1004,32.2,9.1,1.8,0.5
35,22/06/2023,25.9,53,418,345,1003,72,1003,31.9,7.2,2.3,0
70,23/06/2023,25.1,53,417,345,1004,82,1004,28.5,8,2.3,0.5
83,24/06/2023,25.4,53,417,344,1004,94,1004,26.6,7.9,1.8,38
78,25/06/2023,25.5,53,417,344,1005,93,1005,26.8,4.9,1.1,24.5
79,26/06/2023,25.5,53,417,344,1006,95,1006,26.3,4.5,1.3,49
69,27/06/2023,26.2,53,417,344,1007,91,1007,27.9,7.9,1.4,24.5
49,28/06/2023,26.7,53,417,344,1007,83,1008,29.9,8.8,2.1,2.5
37,29/06/2023,27,53,417,344,1004,81,1004,30.8,10.9,1.7,0
23,30/06/2023,27.5,53,417,344,1002,76,1002,32.5,12.3,1.9,0
27,01/07/2023,26.9,53,417,344,1002,71,1002,33,12.1,2.3,0
44,02/07/2023,26.7,53,417,344,1003,72,1003,32.6,12.3,2.1,0
41,03/07/2023,26.4,53,417,344,1003,71,1004,32.5,13.5,2,0
36,04/07/2023,25.9,53,417,344,1004,72,1004,31.8,11,2,1
35,05/07/2023,26.1,53,416,344,1004,74,1004,31.5,12.5,1.8,1.5
23,06/07/2023,26.5,53,416,344,1005,74,1005,31.9,12.2,2,0
21,07/07/2023,26.9,53,416,343,1005,76,1005,31.8,12.1,1.9,0
41,08/07/2023,26.8,53,416,343,1006,78,1007,31.2,12,2,0
44,09/07/2023,25.2,53,416,343,1007,76,1007,30.1,10.9,2.5,0
15,10/07/2023,25.5,53,416,343,1006,76,1006,30.5,10.9,2.2,0
19,11/07/2023,26.3,53,416,343,1005,74,1005,31.8,10.1,1.6,0.5
18,12/07/2023,26,53,415,343,1005,71,1005,32.3,11.6,2.7,0
17,13/07/2023,24.9,53,415,343,1003,67,1003,32.3,9.2,1.8,0
47,14/07/2023,26.4,53,415,343,1003,77,1003,31,6.2,2.4,5
34,15/07/2023,25.5,53,415,342,1002,75,1002,30.6,4.3,1.3,1.5
83,16/07/2023,25.2,53,415,342,999,69,1000,31.9,8.7,1.6,3
66,17/07/2023,24.1,53,415,342,997,62,997,32.9,10.1,2.3,0
70,18/07/2023,22.3,53,414,342,998,64,998,30,16.7,2.3,4
72,19/07/2023,25.3,53,414,342,1003,89,1003,27.2,5.6,2.2,15
71,20/07/2023,25.8,53,414,342,1006,90,1006,27.7,6,1.3,7.5
73,21/07/2023,26.4,53,414,341,1008,85,1008,29.3,6.4,1.7,8
34,22/07/2023,26,52,414,341,1009,78,1009,30.5,6.3,1.4,0.5
26,23/07/2023,26.1,52,413,341,1008,76,1008,31,7.4,1.6,0
30,24/07/2023,25.8,52,413,341,1006,75,1006,31.1,7.2,1.2,0
14,25/07/2023,25.6,52,413,340,1005,73,1006,31.3,8.2,1.8,0
14,26/07/2023,25.2,52,413,340,1003,70,1004,31.6,7.5,1.9,0
60,27/07/2023,26.9,52,412,340,1000,76,1000,31.8,6.1,1.5,4.5
62,28/07/2023,25.9,52,412,340,998,76,998,30.7,5.8,1.7,3
24,29/07/2023,26.4,52,412,339,1000,76,1000,31.2,6.1,1.1,8.5
50,30/07/2023,27.2,52,411,339,1001,81,1001,30.9,7.2,1.4,13.5
79,31/07/2023,25.7,52,411,339,1003,86,1003,28.5,6.4,1.7,10
87,01/08/2023,25.9,52,411,339,1003,90,1003,27.7,5.8,1.4,35
80,02/08/2023,26.3,52,410,338,1001,90,1002,28.1,4.8,1.5,12
68,03/08/2023,26.5,52,410,338,1001,92,1001,27.9,5.2,1,31.5
78,04/08/2023,26,52,410,338,1002,92,1002,27.5,11.2,1.5,45
81,05/08/2023,24.5,52,409,337,1001,83,1001,27.7,10,1.6,11.5
79,06/08/2023,23.9,52,409,337,998,74,999,29,10.9,2.1,2.5
87,07/08/2023,23.8,52,409,336,998,76,998,28.5,11.4,2.4,1
76,08/08/2023,24.1,52,408,336,1000,77,1000,28.6,10.4,2.3,3.5
58,09/08/2023,25,52,408,336,1002,73,1002,30.6,8.9,1.4,4
68,10/08/2023,26.2,52,407,335,1003,79,1003,30.5,7.2,1.3,5
87,11/08/2023,26.5,52,407,335,1002,91,1002,28.2,6.3,1.8,25.5
73,12/08/2023,25.7,52,407,334,1001,85,1002,28.7,5,1.7,49
